id,prefix,middle,suffix,prediction,manual_label,exact_match,chrf,bertscore,google_bleu
33,"// https://codeforces.com/contest/1717/problem/E
#include <iostream>

using namespace std;

typedef long long int LL;

constexpr int M = 1e9 + 7;
constexpr int N = 1e5 + 7;
LL phi[N];
bool sito[N];

inline void count_phi(int n) {
  for (int i = 0; i <= n; i++)
    phi[i] = i;
  for (int i = 2; i <= n; i++)
    if (!sito[i]) {
      sito[i] = 1;
      phi[i] = i - 1;
      int x = 2;
      while (x * i <= n) {
        sito[x * i] = 1;
        phi[x * i] -= phi[x * i] * (1.0 / (double)i);
        x++;
      }
    }
}

inline LL gcd(int a, int b) {
  while (b) {
    a %= b;
    swap(a, b);
  }
  return a;
}

inline LL lcm(LL a, LL b) {"," return (a / gcd(a, b) * b) % M; ","}

int main() {
  // for(int i = 1; i <= 10; i++)
  //	cout << phi[i] << "" "";
  int n;
  long long int ans = 0;
  cin >> n;
  count_phi(n);
  for (int c = 1; c <= n - 2; c++)
    for (int d = 1; d * d <= n - c; d++)
      if ((n - c) % d == 0) {
        ans = (ans + lcm(c, d) * phi[((n - c) / d)]) % M;
        if (d * d != n - c && d != 1)
          ans = (ans + lcm(c, (n - c) / d) * phi[(d)]) % M;
      }
  cout << ans << ""\n"";
}
","
  return a * b / gcd(a, b);
",0.75,0.0,53.416969598755514,0.9444276690483093,0.4827586206896552
34,"#include <iostream>
#include <map>
#include <queue>

using namespace std;

#define LSB(x) x &(-x)

constexpr int N = 3e6 + 7, INF = 2e9;
int mks[N], mn[N];

inline int NextInt() {
  int c, res = 0;
  do {
    c = getchar_unlocked();
  } while (!isdigit(c));
  while (isdigit(c)) {
    res = res * 10 + c - '0';
    c = getchar_unlocked();
  }
  return res;
}

inline void add(int v, int x) {","
  while (v) {
    mn[v] = min(mn[v], x);
    mks[v] = max(mks[v], x);
    v -= LSB(v);
  }
","}

inline int read(int v) {
  int mini = INF, maks = 0;
  while (v < N) {
    mini = min(mini, mn[v]);
    maks = max(maks, mks[v]);
    v += LSB(v);
  }
  return maks - mini;
}

int main() {
  int t = NextInt(), n = NextInt(), p = 1, wyn = 0;
  for (int i = 0; i <= N; i++)
    mn[i] = INF;
  for (int q = 1; q <= n; q++) {
    add(q, NextInt());
    while (read(p) > t)
      p++;
    wyn = max(wyn, q - p + 1);
  }
  cout << wyn << ""\n"";
  return 0;
}
","
  while (v < N) {
    mn[v] = min(mn[v], x);
    mks[v] = max(maks[v], x);
    v += LSB(v);
  }
",0.75,0.0,84.06422466429959,0.9597593545913696,0.8089887640449438
35,"#include <bitset>
#include <iostream>

using namespace std;

typedef long long int LL;

constexpr LL N = 10, C = 1680, W = 1e5;
bitset<W> sack;
LL A[N];

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  LL w, ans = 0;
  cin >> w;
  sack[0] = 1;
  for (int i = 1; i <= 8; i++)
    cin >> A[i];
  for (LL i = 1; i <= 8; i++) {","
    LL d = max(0ll, min(((w - C) / C) * C, i * (A[i] - C)));
    ans += d;
    w -= d;
    A[i] -= d / i;
  ","}
  for (LL i = 1; i <= 8; i++) {
    LL a = 1;
    while (a <= A[i]) {
      sack |= (sack << (i * a));
      A[i] -= a;
      a <<= 1;
    }
    sack |= (sack << (i * A[i]));
  }
  w = min(w, W - 1);
  while (!sack[w])
    w--;
  cout << ans + w << ""\n"";
  return 0;
}
","
    for (LL j = 0; j <= w; j++) {
      if (sack[j]) {
        sack[j + i] = 1;
        ans += j + i;
      }
    }
  ",0.0,0.0,12.662686564431121,0.7330508232116699,0.14285714285714285
36,"#include <bitset>
#include <iostream>
#include <queue>
#include <vector>

using namespace std;

constexpr int N = 1e6 + 7, INF = 36500;
vector<int> G[N];
bitset<N> odw, cykl;
unsigned short dp[N], in[N], mks = 0;

inline int NextInt() {
  int c, res = 0;
  do {
    c = getchar_unlocked();
  } while (!isdigit(c));
  while (isdigit(c)) {
    res = res * 10 + c - '0';
    c = getchar_unlocked();
  }
  return res;
}

void dfs0(int v) {
  odw[v] = 1;
  for (int i = 0; i < (int)G[v].size(); i++)
    in[G[v][i]]++;
  for (int i = 0; i < (int)G[v].size(); i++)
    if (!odw[G[v][i]])
      dfs0(G[v][i]);
}

inline void toposort(int n) {","
  queue<int> kolejka;
  for (int i = 1; i <= n + 1; i++)
    if (!in[i] && odw[i])
      kolejka.push(i);
  mks = 1;
  while (!kolejka.empty()) {
    int v = kolejka.front();
    kolejka.pop();
    for (int i = 0; i < (int)G[v].size(); i++)
      if (odw[G[v][i]]) {
        dp[G[v][i]] = min((int)dp[G[v][i]] + (int)dp[v], INF);
        if (dp[G[v][i]] > mks)
          mks = dp[G[v][i]];
        in[G[v][i]]--;
        if (!in[G[v][i]])
          kolejka.push(G[v][i]);
      }
  }
","}

inline void wypisz_wynik(int n) {
  vector<int> wyn;
  if (in[n + 1])
    for (int i = 1; i <= n; i++)
      if (odw[i])
        dp[i] = INF;
  for (int i = 1; i <= n; i++)
    if (dp[i] == mks)
      wyn.push_back(i);
  if (mks == INF)
    cout << ""zawsze\n"";
  else
    cout << mks << ""\n"";
  cout << wyn.size() << ""\n"";
  for (int i = 0; i < (int)wyn.size(); i++)
    cout << wyn[i] << "" "";
}

int main() {
  int n = NextInt(), m = NextInt();
  for (int i = 0; i < m; i++) {
    int a = NextInt(), b = NextInt();
    G[b].push_back(a);
  }
  dfs0(n + 1);
  dp[n + 1] = 1;
  toposort(n);
  for (int i = 1; i <= n + 1; i++)
    if (in[i] && odw[i])
      mks = dp[i] = INF;
  wypisz_wynik(n);
  return 0;
}
","
  queue<int> q;
  for (int i = 1; i <= n; i++)
    if (!in[i])
      q.push(i);
  while (!q.empty()) {
    int v = q.front();
    q.pop();
    for (int i = 0; i < (int)G[v].size(); i++) {
      int u = G[v][i];
      if (--in[u] == 0)
        q.push(u);
    }
    if (v!= n + 1)
      dp[v] = min(dp[v], dp[v - 1] + 1);
  }
",0.7,0.0,43.99891651092077,0.8888399600982666,0.45080091533180777
37,"#include <algorithm>
#include <iostream>
#include <map>
#include <vector>

using namespace std;

typedef __int128 LL;

constexpr LL N = 1 << 20, M = 1e9 + 7;

struct Vect {
  LL x, y;
  friend inline LL iloczyn(const Vect &a, const Vect &b) {
    return a.x * b.y - a.y * b.x;
  }
  friend inline bool operator<(const Vect &a, const Vect &b) {
    if (a.y == 0 && b.y == 0)
      return a.x > b.x;
    if ((a.y == 0 && a.x > 0) || (b.y == 0 && b.x > 0))
      return a.y == 0 && a.x > 0;
    if (a.y * b.y < 0)
      return a.y - b.y > 0;
    return iloczyn(a, b) > 0;
  }
  friend inline Vect operator+(const Vect &a, const Vect &b) {","
    return Vect{(a.x + b.x), (a.y + b.y)};
  ","}
  friend inline Vect operator-(const Vect &a, const Vect &b) {
    return Vect{(a.x - b.x), (a.y - b.y)};
  }
  friend inline Vect operator*(LL w, const Vect &a) {
    return Vect{a.x * w % M, a.y * w % M};
  }
};

vector<Vect> w;
char Z[N];
Vect tab[N], tree[N << 1]; // add in an index, read on a interval
map<Vect, int> keys;

inline void input(int n) {
  int m = 0;
  for (LL i = 0; i < n; i++) {
    cin >> Z[i];
    if (Z[i] != 'S') {
      int a, b;
      cin >> a >> b;
      tab[i] = {a, b};
      w.push_back(tab[i]);
      w.push_back({-tab[i].x, -tab[i].y});
    }
  }
  sort(w.begin(), w.end());
  keys[w[0]] = ++m;
  for (LL i = 1; i < (int)w.size(); i++)
    if (w[i - 1] < w[i])
      keys[w[i]] = ++m;
}

inline Vect read(int a, int b) {
  Vect ans{0, 0};
  a += N - 1;
  b += N + 1;
  while (b - a > 1) {
    if (!(a & 1))
      ans = ans + tree[a + 1];
    if (b & 1)
      ans = ans + tree[b - 1];
    a >>= 1;
    b >>= 1;
  }
  return ans;
}

inline void add(Vect x, int v) {
  v += N;
  while (v) {
    tree[v] = tree[v] + x;
    v >>= 1;
  }
}

inline LL abs(LL x) {
  if (x < 0)
    return -x;
  return x;
}

inline LL count(Vect a, Vect v1, Vect v2) {
  return abs(iloczyn(a, v1)) % M + abs(iloczyn(a, v2)) % M;
}

inline void process(LL q) {
  LL area = 0;
  for (LL i = 0; i < q; i++) {
    if (Z[i] == 'S')
      cout << (int)area << ""\n"";
    else {
      Vect a = tab[i];
      Vect p{-a.x, -a.y};
      LL ch = 1;
      if (Z[i] == 'D')
        ch = -1;
      auto ix1 = keys.find(a)->second, ix3 = keys.find(p)->second;
      if (ix1 > ix3)
        swap(ix1, ix3);
      Vect s1 = read(ix1 + 1, ix3 - 1),
           s2 = read(0, ix1 - 1) + read(ix3 + 1, N - 1);
      area = (ch * count(a, s1, s2) % M + area + M) % M;
      add(ch * a, keys.find({a.x, a.y})->second);
    }
  }
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  int q;
  cin >> q;
  input(q);
  process(q);
  return 0;
}
","
    return Vect{(a.x + b.x), (a.y + b.y)};
  ",1.0,1.0,100.0,0.9999999403953552,1.0
38,"// zadanie rozliczenia 26 OI
#include <iostream>

using namespace std;

#define LSB(x) x &(-x)
typedef long long int LL;
constexpr int N = 1e6 + 7;
int M, akt = 1;
long long int tab[N];

inline void add(int v, long long int x) {
  while (v < N) {
    tab[v] += x;
    v += LSB(v);
  }
}

inline long long int read(int v) {
  long long int wyn = 0;
  while (v) {
    wyn += tab[v];
    v -= LSB(v);
  }
  return wyn;
}

void inicjuj(int m) { M = m; }

void dodaj(int k) {
  add(akt, k - read(akt) + read(akt - 1));
  akt = akt % M + 1;
}

void koryguj(int i, int k) { add((akt - i - 1 + M) % M + 1, k); }

long long suma(int i) {","
  long long int wyn =
      read((akt - 2 + M) % M + 1) - read((akt - i - 2 + M) % M + 1);
  if ((akt - 2 + M) % M + 1 <= (akt - i - 2 + M) % M + 1)
    wyn += read(M);
  return wyn;
","}

int main() {
  inicjuj(3);
  dodaj(-6);
  cout << suma(1) << ""\n"";
  dodaj(5);
  koryguj(2, 10);
  cout << suma(3) << ""\n""; // 4 5
  cout << suma(1) << ""\n"";
  // -6, 9, 5
  return 0;
}
","
  return read((akt - i - 1 + M) % M + 1) - read((akt - i - 2 + M) % M + 1);
",0.5,0.0,42.13557116706758,0.8976242542266846,0.40397350993377484
39,"#include <iostream>

using namespace std;

typedef long long int LL;

constexpr LL N = 1 << 18, INF = 2e9;
LL mn1[N << 1], mn2[N << 1], cnt[N << 1], sum[N << 1], lazy[N << 1];
LL meals, furthest, n;

inline void push(LL v, LL x) {
  if (x <= mn1[v])
    return;
  sum[v] += (x - mn1[v]) * cnt[v];
  mn1[v] = x;
  lazy[v] = x;
}

inline void merge(LL v) {
  LL l = 2 * v, r = l + 1;
  sum[v] = sum[l] + sum[r];
  if (mn1[l] == mn1[r]) {
    mn1[v] = mn1[l];
    cnt[v] = cnt[l] + cnt[r];
    mn2[v] = min(mn2[l], mn2[r]);
  } else if (mn1[l] < mn1[r]) {
    mn1[v] = mn1[l];
    cnt[v] = cnt[l];
    mn2[v] = min(mn2[l], mn1[r]);
  } else {
    mn1[v] = mn1[r];
    cnt[v] = cnt[r];
    mn2[v] = min(mn1[l], mn2[r]);
  }
}

void update(LL v, LL a, LL b, LL p, LL q, LL x) {","
  if (b < p || q < a)
    return;
  if (p <= a && b <= q && x < mn2[v]) {
    push(v, x);
    return;
  } else {
    LL s = (a + b) / 2, l = 2 * v, r = l + 1;
    push(l, lazy[v]);
    push(r, lazy[v]);

    update(l, a, s, p, q, x);
    update(r, s + 1, b, p, q, x);

    merge(v);
  }
","}

LL read(LL v, LL a, LL b, LL p, LL q, LL left) {
  if (b < p || q < a)
    return 0;
  LL s = (a + b) / 2, l = 2 * v, r = l + 1, akt = 0;
  if (p <= a && b <= q && sum[v] <= left) {
    furthest = b;
    meals += max(0ll, min(n, b) - a + 1ll);
    return sum[v];
  }
  push(l, lazy[v]);
  push(r, lazy[v]);
  if (mn1[l] <= left)
    akt = read(l, a, s, p, q, left);
  if (mn1[r] <= left - akt)
    akt += read(r, s + 1, b, p, q, left - akt);
  return akt;
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  for (LL i = 1; i < 2 * N; i++) {
    mn2[i] = INF;
    cnt[i] = 1;
  }
  LL q;
  cin >> n >> q;
  for (LL i = 1; i <= n; i++) {
    LL a;
    cin >> a;
    update(1, 0, N - 1, i, i, a);
  }
  while (q--) {
    LL t, x, y;
    cin >> t >> x >> y;
    if (t == 1) {
      update(1, 0, N - 1, 1, x, y);
    } else {
      LL act = 0;
      do {
        act = read(1, 0, N - 1, x, n, y);
        x = furthest + 1;
        y -= act;
      } while (act && x <= n);
      cout << meals << ""\n"";
      meals = 0;
      furthest = 0;
    }
  }
  return 0;
}
","
  if (b < p || q < a)
    return;
  LL s = (a + b) / 2, l = 2 * v, r = l + 1;
  push(l, lazy[v]);
  push(r, lazy[v]);
  if (p <= a && b <= q) {
    lazy[v] = x;
    push(l, lazy[v]);
    push(r, lazy[v]);
    return;
  }
  update(l, a, s, p, q, x);
  update(r, s + 1, b, p, q, x);
  merge(v);
",0.7,0.0,81.13439831740766,0.9256223440170288,0.7952029520295203
40,"#include <algorithm>
#include <bitset>
#include <iostream>
#include <vector>

using namespace std;

typedef long long int LL;

constexpr LL N = 1e7, M = 1e13, W = 1e6;
bitset<N + 7> sieve, lamp;
vector<LL> good, prime, seed;
pair<LL, LL> q[W + 7];
LL ans[W + 7];

inline void check(LL x) {
  LL pot = 10;
  while (pot * 10 <= x) {
    if ((x / pot) % 10ll == 0)
      return;
    pot *= 10ll;
  }
  while (pot >= 10ll) {
    if (sieve[x % pot])
      return;
    pot /= 10ll;
  }
  lamp[x] = 1;
  if (x * 10ll < N)
    good.push_back(x);
  else
    seed.push_back(x);
  return;
}

inline void count_sieve() {
  sieve[0] = sieve[1] = 1;
  for (LL i = 2; i <= N; i++)
    if (!sieve[i]) {
      prime.push_back(i);
      check(i);
      for (LL j = i * i; j <= N; j += i)
        sieve[j] = 1;
    }
}

inline bool is_prime(LL x) {","
  LL i = 1;
  while (prime[i] * prime[i] <= x) {
    if (x % prime[i] == 0)
      return 0;
    i++;
  }
  return 1;
","}

inline void bfs() {
  LL lev = N;
  sort(seed.begin(), seed.end(), greater<LL>());
  vector<LL> seed1;
  while (lev != M) {
    for (auto x : seed)
      for (LL i = 1; i <= 9; i++)
        if (is_prime(i * lev + x))
          seed1.push_back(i * lev + x);
    sort(seed1.begin(), seed1.end(), greater<LL>());
    while (!seed.empty()) {
      good.push_back(seed.back());
      seed.pop_back();
    }
    seed = seed1;
    seed1.erase(seed1.begin(), seed1.end());
    lev = lev * 10ll;
  }
  while (!seed.empty()) {
    good.push_back(seed.back());
    seed.pop_back();
  }
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  count_sieve();
  bfs();
  // cout << good.size() << ""\n"";
  // for(LL i = 0; i <= 100; i++)
  //	cout << good[i] << ""\n"";
  LL n, l = 0;
  cin >> n;
  for (LL i = 0; i < n; i++) {
    LL a;
    cin >> a;
    q[i] = {a, i};
  }
  sort(q, q + n);
  sort(good.begin(), good.end());
  for (LL i = 0; i < n; i++) {
    while (l < (LL)good.size() && good[l] <= q[i].first)
      l++;
    ans[q[i].second] = good[l - 1];
  }
  for (LL i = 0; i < n; i++)
    cout << ans[i] << ""\n"";
}
","
  for (auto x : prime)
    if (x * x > x)
      if (x > x)
        if (x > x)
          if (x > x)
            if (x > x)
              if (x > x)
                if (x > x)
                  if (x > x)
                    if (x > x)
                      if (x > x)
                        if (x > x)
                          if (x > x)
                            if (x > x)
                              if (x > x)
                                if (x > x)
                                  if (x > x)
                                    if (x > x)
                                      if (x > x)
                                        if (x > x)
                                          if (x > x)
                                            if (x > x)
                                              if (x > x)
                                                if (x > x)
                                                  if (x > x)
                                                    if (x > x)
                                                      if (x > x)
                                                        if (x > x)
                                                          if (x > x)
                                                            if (x > x)
                                                              if (x > x)
                                                                if (x > x)
                                                                  if (x > x)
                                                                    if (x > x)
                                                                      if (x > x)
                                                                        if (x > x)
                                                                          if (x > x)
                                                                            if (x > x)
                                                                              if (x > x)
                                                                                if (x > x)
                                                                                  if (x > x)
                                                                                    if (x > x)
                                                                                      if (x > x)
                                                                                        if (x > x)
                                                                                          if (x > x)
                                                                                            if (x > x)
                                                                                              if (x > x)
                                                                                                if (x > x)
                                                                                                  if (x > x)
                                                                                                    if (x > x)
                                                                                                      if (x > x)
                                                                                                        if (x > x)
                                                                                                          if (x > x)
                                                                                                            if (x > x)
                                                                                                              if (x > x)
                                                                                                                if (x > x)
                                                                                                                  if (x > x)
                                                                                                                    if (x > x)
                                                                                                                      if (x > x)
                                                                                                                        if (x > x)
                                                                                                                          if (x > x)
                                                                                                                            if (x > x)
                                                                                                                              if (x > x)
                                                                                                                                if (x > x)
                                                                                                                                  if (x > x)
                                                                                                                                   ",0.0,0.0,4.665165120986849,0.5975059270858765,0.008301404853128991
41,"#include <bitset>
#include <iostream>

using namespace std;

typedef long long int LL;

constexpr LL N = 5e3 + 7, M = 8200;
int MEX[N][N], tab[N];
bitset<M> dp[N];
bitset<N> exist;

inline void calculate_mex(int n) {","
  for (int i = 1; i <= n; i++) {
    exist.reset();
    int lim = 0;
    for (int j = i; j <= n; j++) {
      exist[tab[j]] = 1;
      while (lim < N && exist[lim])
        lim++;
      MEX[i][j] = lim;
    }
  }
","}

bool is_irreplacable(int l, int r) {
  if (l == r)
    return 1;
  return MEX[l][r] != MEX[l + 1][r] && MEX[l][r] != MEX[l][r - 1];
}

inline void calculate_dp(int n) {
  dp[0][0] = 1;
  for (int i = 1; i <= n; i++) {
    dp[i] = dp[i - 1];
    for (int j = 1; j <= i; j++)
      if (is_irreplacable(j, i))
        for (int xr = 0; xr < M; xr++)
          if (dp[j - 1][xr])
            dp[i][xr ^ MEX[j][i]] = 1;
  }
}

inline void solve() {
  int n;
  cin >> n;
  for (int i = 1; i <= n; i++)
    cin >> tab[i];
  calculate_mex(n);
  calculate_dp(n);
  for (int i = M; i >= 0; i--)
    if (dp[n][i]) {
      cout << i << ""\n"";
      return;
    }
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  LL t;
  cin >> t;
  while (t--)
    solve();
  return 0;
}
","
  for (int i = 1; i <= n; i++)
    for (int j = i; j <= n; j++) {
      int mex = 0;
      while (exist[mex])
        mex++;
      MEX[i][j] = mex;
      exist[mex] = 1;
    }
",0.0,0.0,53.59085685178952,0.9214004278182983,0.588957055214724
42,"#include <algorithm>
#include <iostream>
#include <set>
#include <vector>

using namespace std;

typedef long long int LL;

constexpr LL N = 5e5, W = 2, A = 27;
LL M[W] = {(LL)1e9 + 9, (LL)1e9 + 7}, K[W] = {31, 53};

struct Hash {
  LL w1, w2;
  int dl, ix;
  friend inline bool operator<(const Hash &a, const Hash &b) {
    if (a.dl != b.dl)
      return a.dl < b.dl;
    if (a.w1 != b.w1)
      return a.w1 < b.w1;
    return a.w2 < b.w2;
  }
};

struct TrieNode {
  TrieNode *alfa[A];
  TrieNode() {
    for (int i = 0; i < A; i++)
      alfa[i] = NULL;
  }
  inline TrieNode *push(char z) {","
    int w = z - 'a';
    if (alfa[w] == NULL)
      alfa[w] = new TrieNode();
    return alfa[w];
  ","}
  friend inline void insert_word(TrieNode *current, string s) {
    for (auto c : s)
      current = current->push(c);
  }
};

vector<string> zb;
LL pot[2][N + 7];
vector<Hash> words, suf;
vector<int> cnt;
TrieNode trie;
set<char> c;

LL traverse(TrieNode *v, bool emp) {
  LL ans = 0, act = suf.size();
  for (int i = 0; i < A; i++)
    if (v->alfa[i] != NULL)
      act -= cnt[i];
  for (int i = 0; i < A; i++)
    if (v->alfa[i] != NULL)
      ans += traverse(v->alfa[i], 0);
  return ans + act * (!emp);
}

inline void count_hash(string s, int ix) {
  LL hsh[2] = {0, 0};
  int t = s.size() - 1;
  for (int i = s.size() - 1; i >= 0; i--) {
    for (int j = 0; j < 2; j++)
      hsh[j] = ((LL)(s[i] - 'a' + 1) * pot[j][t - i] % M[j] + hsh[j]) % M[j];
    words.push_back(Hash{hsh[0], hsh[1], t - i, ix});
  }
}

inline void input(int n) {
  zb.resize(n);
  for (int i = 0; i < n; i++)
    cin >> zb[i];
  for (int i = 0; i < n; i++)
    if (zb[i].size() == 1)
      c.insert(zb[i][0]);
  pot[0][0] = pot[1][0] = 1;
  for (int i = 1; i <= N; i++)
    for (int j = 0; j < 2; j++)
      pot[j][i] = pot[j][i - 1] * K[j] % M[j];
  int ix = 0;
  for (string s : zb)
    count_hash(s, ix++);
  sort(words.begin(), words.end());
  suf.push_back(words.front());
  for (Hash h : words)
    if (suf.back() < h)
      suf.push_back(h);
}

inline LL count_words() {
  cnt.resize(A, 0);
  for (Hash h : suf)
    if (h.dl)
      cnt[zb[h.ix][zb[h.ix].size() - h.dl - 1] - 'a']++;
  for (auto s : zb)
    insert_word(&trie, s);
  return traverse(&trie, 1);
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  int n;
  cin >> n;
  input(n); // now we have a vector of different prefixes and sufixes
  cout << count_words() + c.size() << ""\n"";
  return 0;
}
","
    if (alfa[z - 'a'] == NULL)
      alfa[z - 'a'] = new TrieNode();
    return alfa[z - 'a'];
  ",1.0,0.0,70.22158122742991,0.9091510772705078,0.5952380952380952
43,"// https://szkopul.edu.pl/problemset/problem/PUVCH73E4h3hU8UPiJqvvLmQ/site/?key=statement
#include <bitset>
#include <iostream>
#include <queue>
#include <vector>

using namespace std;

constexpr short N = 5007, M = 19e3;
vector<short> Q[N], G[M], in[M], out[M];
bitset<M> odw;
queue<short> kol;
short matched[M];

bool dfs1(short v) {
  odw[v] = 1;
  for (auto w : G[v])
    if (!odw[w] && !matched[w]) {
      matched[w] = v;
      matched[v] = w;
      return 1;
    }
  for (auto w : G[v])
    if (!odw[matched[w]] && dfs1(matched[w])) {
      matched[w] = v;
      matched[v] = w;
      return 1;
    }
  return 0;
}

void dfs2(short v) {
  odw[v] = 1;
  for (auto w : G[v])
    if (!odw[w])
      dfs2(w);
}

inline void change(short i, short j) {
  G[i].erase(G[i].begin(), G[i].end());
  G[i].push_back(j);
  if (matched[i])
    G[i].push_back(matched[i]);
}

inline void turbo_matching(short n) {","
  while (true) {
    bool cont = 0;
    for (short i = 1; i <= n; i++)
      if (!odw[i] && !matched[i])
        cont |= dfs1(i);
    odw.reset();
    if (!cont)
      break;
  }
","}

inline void bfs(short s, short m) {
  kol.push(s);
  while (!kol.empty()) {
    short v = kol.front();
    kol.pop();
    for (auto e1 : in[s])
      for (auto e2 : out[v])
        if (e1 != e2) {
          G[e1].push_back(e2 + m);
          G[e2 + m].push_back(e1);
        }
    for (auto w : Q[v])
      if (!odw[w]) {
        odw[w] = 1;
        kol.push(w);
      }
  }
  odw.reset();
}

inline void create_graph(short n, short m) {
  for (short v = n; v; v--)
    bfs(v, m);
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  short n, m = 0, ans = 0, l = 1;
  cin >> n;
  for (short i = 1; i < n; i++) {
    short k;
    cin >> k;
    m += k;
    while (k--) {
      short a;
      cin >> a;
      Q[i].push_back(a);
      out[i].push_back(l);
      in[a].push_back(l++);
    }
  }
  create_graph(n, m);
  turbo_matching(m);
  for (short i = 1; i <= m; i++) {
    change(i, m + i);
    change(m + i, i);
  }
  for (short i = 1; i <= m; i++)
    if (!odw[i]) {
      dfs2(i);
      ans++;
    }
  cout << ans << ""\n"";
  return 0;
}
","
  for (short i = 1; i <= n; i++)
    if (!odw[i])
      dfs1(i);
",0.0,0.0,37.684240780331145,0.917432963848114,0.42276422764227645
44,"// https://codeforces.com/contest/915/problem/G
#include <bitset>
#include <iostream>
#include <vector>

using namespace std;

typedef long long int LL;

constexpr LL N = 2e6 + 7, M = 1e9 + 7;
LL mobius_function[N];
LL cd[N], sum, powers[N]; // sum of common ways to chose numbers so that their
                          // common divisors == i
vector<int> divisors[N];
bitset<N> sieve;

inline void count_mobius_function(LL n) {","
  for (LL i = 2; i <= n; i++)
    mobius_function[i] = -1;
  for (LL i = 2; i <= n; i++)
    if (!sieve[i]) {
      LL x = 1;
      while (i * i * x <= n)
        mobius_function[i * i * (x++)] = 0;
      x = 1;
      while (i * x <= n)
        mobius_function[i * (x++)] *= -1;
    }
  for (int i = 2; i <= n; i++)
    if (mobius_function[i])
      for (int j = i; j <= n; j += i)
        divisors[j].push_back(i);
","}

inline void sieve_of_erastothenes(LL n) {
  for (LL i = 2; i <= n; i++)
    if (!sieve[i])
      for (int j = 2 * i; j <= n; j += i)
        sieve[j] = 1;
}

inline LL fast_powering(LL x, LL k) {
  LL ans = 1;
  while (k) {
    if (k & 1)
      ans = ans * x % M;
    x = x * x % M;
    k >>= 1;
  }
  return ans;
}

inline void actualise_cd(LL K) {
  for (auto x : divisors[K]) {
    LL akt = mobius_function[x] * (powers[K / x] - powers[(K - 1) / x] + M) % M;
    sum = (sum + akt) % M;
  }
}

inline LL count_ans(LL x) {
  LL ans = powers[x];
  actualise_cd(x);
  return (ans - sum + M) % M;
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  LL n, k, ans = 0;
  cin >> n >> k;
  for (int i = 1; i <= k; i++)
    powers[i] = fast_powering(i, n);
  sieve_of_erastothenes(k);
  count_mobius_function(k);
  for (LL i = 1; i <= k; i++)
    // cout << count_ans(i) << "" "";
    ans = (ans + (i ^ count_ans(i))) % M;
  cout << ans << ""\n"";
  return 0;
}
","
  for (LL i = 1; i <= n; i++) {
    if (sieve[i])
      continue;
    mobius_function[i] = -1;
    for (LL j = i; j <= n; j += i) {
      if (!sieve[j])
        mobius_function[j] = -mobius_function[j];
      sieve[j] = 1;
      divisors[j].push_back(i);
    }
  }
",0.5,0.0,49.62066360386533,0.8727555871009827,0.3821752265861027
